Youtuber,subscribers,video views,category,Title,uploads,Country,channel_type,video_views_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,created_year,Population,Latitude,Longitude
Drawblogs,14400000,1629801448.0,Entertainment,Drawblogs,399,Peru,Entertainment,6402.0,152.0,1002000.0,251.0,4000.0,3000.0,48100.0,0.0,2014.0,32510453.0,-9.189967,-75.015152
NOBRU,14400000,351763324.0,Gaming,nobru,2,Unknown,People,4057274.0,7596.0,2.0,0.0,0.01,0.01,0.1,1.0,2006.0,0.0,0.0,0.0
ýýýýýýýýýýýý ýýýýýýýýýýýý I ýýýýýý ýý ýýýýýýýýýý,14400000,2972474215.0,Entertainment,ýýýýýýýýýýýý ýýýýýýýýýýýý I ýýýýýý ýý ýýýýýýýýý,381,Saudi Arabia,Entertainment,2934.0,152.0,4673000.0,1200.0,18700.0,14000.0,224300.0,0.0,2017.0,34268528.0,23.885942,45.079162
Cyprien,14400000,3086254545.0,Comedy,Cyprien,222,France,Comedy,2767.0,32.0,11417000.0,2900.0,45700.0,34300.0,548000.0,0.0,2007.0,67059887.0,46.227638,2.213749
Rclbeauty101,14400000,3900312631.0,Comedy,Rclbeauty101,463,United States,Entertainment,1986.0,152.0,8636000.0,2200.0,34500.0,25900.0,414500.0,0.0,2010.0,328239523.0,37.09024,-95.712891
Coke Studio,14400000,4035738731.0,Music,Rohail Hyatt,450,United States,Music,23796.0,836.0,3557000.0,889.0,14200.0,10700.0,170700.0,10000.0,2008.0,328239523.0,37.09024,-95.712891
Indore Physical Academy,14400000,4156427797.0,People & Blogs,Indore Physical Academy,1838,India,People,1793.0,47.0,70409000.0,17600.0,281600.0,211200.0,3400000.0,200000.0,2014.0,1366417754.0,20.593684,78.96288
Rosanna Pansino,14400000,4597228794.0,Howto & Style,Rosanna Pansino,1248,United States,Howto,1552.0,27.0,26683000.0,6700.0,106700.0,80000.0,1300000.0,0.0,2010.0,328239523.0,37.09024,-95.712891
Harry Styles,14400000,5689224452.0,People & Blogs,harrystyles,0,United States,Games,4037956.0,7340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328239523.0,37.09024,-95.712891
Vlad and Niki PRT,14400000,6543282459.0,Unknown,Vlad and Niki PRT,516,United States,Entertainment,918.0,152.0,40089000.0,10000.0,160400.0,120300.0,1900000.0,0.0,2018.0,328239523.0,37.09024,-95.712891
RS 1313 SHORTS,14400000,8011977288.0,Entertainment,RS 1313 SHORTS,5628,India,Entertainment,647.0,152.0,212639000.0,53200.0,850600.0,637900.0,10200000.0,200000.0,2020.0,1366417754.0,20.593684,78.96288
Zig & Sharko,14400000,9023952946.0,Film & Animation,Zig & Sharko,978,Unknown,Film,534.0,39.0,62689000.0,15700.0,250800.0,188100.0,3000000.0,100000.0,2015.0,0.0,0.0,0.0
SelenaGomezVEVO,14400000,11423792969.0,Music,SelenaGomezVEVO,186,United States,Music,354.0,133.0,88657000.0,22200.0,354600.0,266000.0,4300000.0,0.0,2009.0,328239523.0,37.09024,-95.712891
ZEE5,14400000,18515587421.0,Entertainment,ZEE5,101401,India,Entertainment,142.0,152.0,149799000.0,37400.0,599200.0,449400.0,7200000.0,100000.0,2018.0,1366417754.0,20.593684,78.96288
Super Polina,14300000,4776507159.0,People & Blogs,Super Polina,576,United States,Entertainment,1452.0,153.0,413774.0,103.0,1700.0,1200.0,19900.0,100000.0,2014.0,328239523.0,37.09024,-95.712891
Rebecca Zamolo,14300000,6388439235.0,Comedy,RebeccaZamolo,1,United States,Entertainment,4054606.0,5464.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,328239523.0,37.09024,-95.712891
Wish 107.5,14200000,6048517979.0,Music,Wish 107.5,1823,Philippines,Music,1036.0,134.0,62658000.0,15700.0,250600.0,188000.0,3000000.0,0.0,2014.0,108116615.0,12.879721,121.774017
Invento na Hora,14200000,4040297006.0,Film & Animation,Invento na Hora,1281,Brazil,Entertainment,1877.0,154.0,19029000.0,4800.0,76100.0,57100.0,913400.0,0.0,2014.0,212559417.0,-14.235004,-51.92528
SIS vs BRO,14200000,6973932553.0,Entertainment,SiS,60,Ukraine,Entertainment,3739171.0,4686.0,105.0,0.03,0.42,0.32,5.0,10.0,2016.0,44385155.0,48.379433,31.16558
NikkieTutorials,14200000,1778318927.0,Howto & Style,NikkieTutorials,876,Netherlands,Entertainment,5764.0,154.0,35934000.0,9000.0,143700.0,107800.0,1700000.0,0.0,2008.0,17332850.0,52.132633,5.291266
TommyInnit,14200000,2084791147.0,Gaming,TommyInnit,342,United Kingdom,Games,4696.0,55.0,54291000.0,13600.0,217200.0,162900.0,2600000.0,200000.0,2015.0,66834405.0,55.378051,-3.435973
E-MasterSensei,14200000,3920559552.0,Gaming,E-MasterSensei,1300,Mexico,Games,1971.0,54.0,44575000.0,11100.0,178300.0,133700.0,2100000.0,200000.0,2016.0,126014024.0,23.634501,-102.552784
infobells - Kannada,14200000,6554000320.0,Education,infobells - Kannada,433,India,Education,912.0,37.0,141688000.0,35400.0,566800.0,425100.0,6800000.0,300000.0,2014.0,1366417754.0,20.593684,78.96288
Crazy Frog,14200000,7946322061.0,Music,CrazyFrog,0,Unknown,Games,4057944.0,7453.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,0.0,0.0,0.0
The Dodo,14200000,9964116817.0,Pets & Animals,Dorukhan Gï¿½ï¿½ï,8,Unknown,Unknown,4050736.0,0.0,7208.0,2.0,29.0,22.0,346.0,5.0,2006.0,0.0,0.0,0.0
SEVENGERS,14200000,10238593147.0,Comedy,SEVENGERS,872,India,Comedy,422.0,33.0,367898000.0,92000.0,1500000.0,1100000.0,17700000.0,400000.0,2018.0,1366417754.0,20.593684,78.96288
Zee Bangla,14200000,11428794827.0,Entertainment,Zee Bangla,132398,India,Entertainment,352.0,153.0,59927000.0,15000.0,239700.0,179800.0,2900000.0,200000.0,2008.0,1366417754.0,20.593684,78.96288
DangMattSmith,14200000,3317805543.0,Entertainment,DangMattSmith,1724,United States,Entertainment,2485.0,154.0,12902000.0,3200.0,51600.0,38700.0,619300.0,0.0,2011.0,328239523.0,37.09024,-95.712891
Neha Kakkar,14100000,2131548711.0,Music,Neha Kakkar,149,India,Music,4624.0,134.0,25605000.0,6400.0,102400.0,76800.0,1200000.0,100000.0,2012.0,1366417754.0,20.593684,78.96288
#Refugio Mental,14100000,3594936775.0,Entertainment,#Refugio Mental,846,Unknown,Entertainment,2218.0,155.0,6942000.0,1700.0,27800.0,20800.0,333200.0,0.0,2013.0,0.0,0.0,0.0
ýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýý,14100000,3920221322.0,Entertainment,ýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýý,65,Unknown,Unknown,3999155.0,0.0,20351.0,5.0,81.0,61.0,977.0,132.0,2017.0,0.0,0.0,0.0
Trap City,14100000,5129529846.0,Music,TrapCity,3,Australia,People,4032620.0,7629.0,147.0,0.04,0.59,0.44,7.0,1.0,2015.0,25766605.0,-25.274398,133.775136
Supercar Blondie,14100000,5405563355.0,Autos & Vehicles,Supercar Blondie,855,United Arab Emirates,Autos,1202.0,1.0,353259000.0,88300.0,1400000.0,1100000.0,17000000.0,500000.0,2007.0,9770529.0,23.424076,53.847818
Yudist Ardhana,14100000,6036496916.0,Entertainment,Yudist Ardhana,2854,Indonesia,Entertainment,1029.0,154.0,176062000.0,44000.0,704200.0,528200.0,8500000.0,400000.0,2016.0,270203917.0,-0.789275,113.921327
Lana Del Rey,14100000,6884215292.0,Music,Lana Del Rey,43,United States,Music,856.0,135.0,135563000.0,33900.0,542300.0,406700.0,6500000.0,200000.0,2011.0,328239523.0,37.09024,-95.712891
MalumaVEVO,14100000,19013942981.0,Music,MalumaVEVO,182,United States,Music,138.0,135.0,98834000.0,24700.0,395300.0,296500.0,4700000.0,0.0,2011.0,328239523.0,37.09024,-95.712891
F2Freestylers - Ultimate Soccer Skills Channel,14100000,3280481927.0,Sports,F2Freestylers - Ultimate Soccer Skills Channï¿½,777,United Kingdom,Sports,2530.0,10.0,10222000.0,2600.0,40900.0,30700.0,490600.0,0.0,2011.0,66834405.0,55.378051,-3.435973
Bie The Ska,14100000,4627069704.0,Entertainment,Bie The Ska,1540,Thailand,Entertainment,1531.0,155.0,12502000.0,3100.0,50000.0,37500.0,600100.0,100000.0,2006.0,69625582.0,15.870032,100.992541
AM3NlC,14000000,4959982720.0,Gaming,AM3NlC,5757,Brazil,People,1392.0,49.0,10210000.0,2600.0,40800.0,30600.0,490100.0,0.0,2012.0,212559417.0,-14.235004,-51.92528
Narins Beauty,14000000,2214167846.0,Howto & Style,Narins Beauty,431,Sweden,Entertainment,4325.0,156.0,13709000.0,3400.0,54800.0,41100.0,658000.0,0.0,2014.0,10285453.0,60.128161,18.643501
TV Ana Emilia,14000000,4674164601.0,People & Blogs,TV Ana Emilia,651,Mexico,Entertainment,1504.0,156.0,26783000.0,6700.0,107100.0,80300.0,1300000.0,100000.0,2014.0,126014024.0,23.634501,-102.552784
ýýýýýýýýýýýý,14000000,7719743112.0,Gaming,ýýýýýýýýýýýý,2210,Russia,Games,703.0,56.0,150570000.0,37600.0,602300.0,451700.0,7200000.0,200000.0,2013.0,144373535.0,61.52401,105.318756
Luli Pampï¿½,14000000,8623705301.0,Music,Luli Pampï¿½,294,Spain,Music,579.0,136.0,201659000.0,50400.0,806600.0,605000.0,9700000.0,100000.0,2012.0,47076781.0,40.463667,-3.74922
Gallina Pintadita,14000000,9660950823.0,Music,Gallina Pintadita,62,Mexico,Film,477.0,40.0,70626000.0,17700.0,282500.0,211900.0,3400000.0,0.0,2011.0,126014024.0,23.634501,-102.552784
ViralHog,14000000,18917687143.0,People & Blogs,ViralHog,41117,United States,Animals,136.0,3.0,1364000000.0,340900.0,5500000.0,4100000.0,65500000.0,1100000.0,2014.0,328239523.0,37.09024,-95.712891
ETV Jabardasth,14000000,13542939513.0,People & Blogs,ETV Jabardasth,9652,India,Comedy,268.0,34.0,133584000.0,33400.0,534300.0,400800.0,6400000.0,100000.0,2015.0,1366417754.0,20.593684,78.96288
Zee Telugu,14000000,12597067132.0,Entertainment,zeetelugu,3,India,Music,4039216.0,4603.0,7.0,0.0,0.03,0.02,0.34,0.0,2007.0,1366417754.0,20.593684,78.96288
Crescendo com Luluca,14000000,5094050461.0,Entertainment,Crescendo com Luluca,1307,Brazil,People,1327.0,48.0,68058000.0,17000.0,272200.0,204200.0,3300000.0,100000.0,2015.0,212559417.0,-14.235004,-51.92528
Jazzghost,13900000,5673347763.0,Gaming,Jazzghost,5494,Brazil,Games,1140.0,57.0,106718000.0,26700.0,426900.0,320200.0,5100000.0,100000.0,2012.0,212559417.0,-14.235004,-51.92528
karameeshchannel,13900000,9106781518.0,Entertainment,karameeshchannel,2254,Jordan,Music,526.0,137.0,87639000.0,21900.0,350600.0,262900.0,4200000.0,100000.0,2012.0,10101694.0,30.585164,36.238414
Darkar Company Studios,13900000,2244318380.0,Film & Animation,Darkar Company Studios,183,United States,Comedy,4234.0,35.0,4598000.0,1100.0,18400.0,13800.0,220700.0,0.0,2009.0,328239523.0,37.09024,-95.712891
Dental Digest,13900000,7450345720.0,People & Blogs,Dental Digest,324,Unknown,People,745.0,50.0,231562000.0,57900.0,926200.0,694700.0,11100000.0,300000.0,2020.0,0.0,0.0,0.0
T-Series Regional,13900000,5217553897.0,Entertainment,T-Series Regional,15075,India,Music,1275.0,136.0,33484000.0,8400.0,133900.0,100500.0,1600000.0,100000.0,2011.0,1366417754.0,20.593684,78.96288
ADEL et SAMI,13900000,5465532801.0,Entertainment,ADEL et SAMI,503,United States,Entertainment,1200.0,157.0,26883000.0,6700.0,107500.0,80600.0,1300000.0,0.0,2018.0,328239523.0,37.09024,-95.712891
Jamuna TV,13900000,12129583055.0,News & Politics,jamuna tv24,6,Bangladesh,Entertainment,4056658.0,6756.0,1.0,0.0,0.0,0.0,0.05,0.0,2021.0,167310838.0,23.684994,90.356331
Atlantic Records,13900000,12513842343.0,Music,Atlantic Records,1660,United States,Music,307.0,137.0,97284000.0,24300.0,389100.0,291900.0,4700000.0,100000.0,2006.0,328239523.0,37.09024,-95.712891
ýýýýýýýý ýý ýýýýýýýýýýýý,13900000,8451754769.0,Unknown,ýýýýýýýý ýý ýýýýýýýýýýýý,504,United States,People,600.0,50.0,114261000.0,28600.0,457000.0,342800.0,5500000.0,200000.0,2018.0,328239523.0,37.09024,-95.712891
Veritasium,13900000,2165885634.0,Education,Veritasium,369,United States,Education,4466.0,38.0,44149000.0,11000.0,176600.0,132400.0,2100000.0,200000.0,2010.0,328239523.0,37.09024,-95.712891
Alexa Rivera,13900000,3193226072.0,Howto & Style,Alexa Rivera,288,Unknown,Entertainment,2613.0,157.0,142760000.0,35700.0,571000.0,428300.0,6900000.0,300000.0,2010.0,0.0,0.0,0.0
Airrack,13800000,2224911030.0,Entertainment,Airrack,173,United States,Entertainment,4285.0,157.0,99654000.0,24900.0,398600.0,299000.0,4800000.0,300000.0,2015.0,328239523.0,37.09024,-95.712891
Hacksmith Industries,13800000,1820559912.0,Science & Technology,Hacksmith Industries,887,Canada,Tech,5524.0,14.0,83943000.0,21000.0,335800.0,251800.0,4000000.0,100000.0,2006.0,36991981.0,56.130366,-106.346771
JD Pantoja,13800000,1493776391.0,People & Blogs,JD Pantoja,16,Unknown,Music,7134.0,138.0,13533000.0,3400.0,54100.0,40600.0,649600.0,100000.0,2017.0,0.0,0.0,0.0
ýýýýýýýý/Atro,13800000,2480957682.0,Gaming,ýýýýýýýý/Atro,1952,Netherlands,Games,3690.0,58.0,55122000.0,13800.0,220500.0,165400.0,2600000.0,200000.0,2017.0,17332850.0,52.132633,5.291266
123 GO! Spanish,13800000,5019136690.0,People & Blogs,123 GO! Spanish,520,Mexico,Howto,1361.0,28.0,26519000.0,6600.0,106100.0,79600.0,1300000.0,100000.0,2019.0,126014024.0,23.634501,-102.552784
Geo News,13800000,5727888539.0,News & Politics,Geo News,190093,Pakistan,News,1127.0,21.0,100053000.0,25000.0,400200.0,300200.0,4800000.0,100000.0,2007.0,216565318.0,30.375321,69.345116
Kids TV India Hindi Nursery Rhymes,13800000,6646953396.0,Shows,Kids TV India Hindi Nursery Rhymes,1505,India,Education,898.0,38.0,78651000.0,19700.0,314600.0,236000.0,3800000.0,100000.0,2014.0,1366417754.0,20.593684,78.96288
Think Music India,13800000,11039343563.0,Music,Think Music India,4978,India,Music,374.0,137.0,217106000.0,54300.0,868400.0,651300.0,10400000.0,200000.0,2009.0,1366417754.0,20.593684,78.96288
O Que Nï¿½ï¿½ï¿½ï¿½ï¿½ï¿,13700000,1967930734.0,Comedy,O Que Nï¿½ï¿½ï¿½ï¿½ï¿½ï¿,696,Brazil,Entertainment,5035.0,159.0,87804000.0,22000.0,351200.0,263400.0,4200000.0,200000.0,2015.0,212559417.0,-14.235004,-51.92528
Goldmines Premiere,13700000,1973638757.0,Entertainment,Goldmines Premiere,975,India,Film,5047.0,41.0,37648000.0,9400.0,150600.0,112900.0,1800000.0,100000.0,2013.0,1366417754.0,20.593684,78.96288
MAIKI021,13700000,1950178163.0,Entertainment,MAIKI021,3298,Brazil,Entertainment,5135.0,159.0,7438000.0,1900.0,29800.0,22300.0,357000.0,0.0,2008.0,212559417.0,-14.235004,-51.92528
The Vishal bhatt,13700000,9596430464.0,Comedy,The Vishal bhatt,1040,India,Comedy,487.0,36.0,379240000.0,94800.0,1500000.0,1100000.0,18200000.0,600000.0,2021.0,1366417754.0,20.593684,78.96288
NishaMadhulika,13700000,2939201386.0,Howto & Style,NishaMadhulika,2158,India,Howto,2972.0,29.0,22235000.0,5600.0,88900.0,66700.0,1100000.0,100000.0,2009.0,1366417754.0,20.593684,78.96288
MyMissAnand,13700000,4963275018.0,People & Blogs,MyMissAnand,340,India,Entertainment,1387.0,159.0,27882000.0,7000.0,111500.0,83600.0,1300000.0,0.0,2014.0,1366417754.0,20.593684,78.96288
FAPTV,13700000,5457203710.0,Comedy,FAPTV,863,Vietnam,Comedy,1205.0,36.0,35124000.0,8800.0,140500.0,105400.0,1700000.0,0.0,2014.0,96462106.0,14.058324,108.277199
Wesley Safadï¿½,13700000,8134379376.0,Music,Wesley Safadï¿½,438,Brazil,Music,631.0,139.0,64059000.0,16000.0,256200.0,192200.0,3100000.0,0.0,2009.0,212559417.0,-14.235004,-51.92528
infobells,13700000,5178142148.0,Education,infobells,495,India,Education,1289.0,39.0,23893000.0,6000.0,95600.0,71700.0,1100000.0,100000.0,2011.0,1366417754.0,20.593684,78.96288
Desi Gamers,13700000,2135195239.0,Gaming,Desi gamers,1,Unknown,Tech,4057849.0,4183.0,5.0,0.0,0.02,0.02,0.24,0.0,2020.0,0.0,0.0,0.0
Acenix,13600000,2122062016.0,Gaming,Acenix,368,Spain,Games,4572.0,60.0,47436000.0,11900.0,189700.0,142300.0,2300000.0,200000.0,2014.0,47076781.0,40.463667,-3.74922
Zeinab Harake,13600000,896891351.0,Unknown,Zeinab Harake,273,Philippines,People,13437.0,51.0,12088000.0,3000.0,48400.0,36300.0,580200.0,100000.0,2017.0,108116615.0,12.879721,121.774017
DALLMYD,13600000,1948925559.0,Sports,DALLMYD,412,United States,Sports,5133.0,11.0,30677000.0,7700.0,122700.0,92000.0,1500000.0,100000.0,2011.0,328239523.0,37.09024,-95.712891
Lindsey Stirling,13600000,3764608356.0,Music,Lindsey Stirling,199,United States,Music,2084.0,139.0,15277000.0,3800.0,61100.0,45800.0,733300.0,100000.0,2007.0,328239523.0,37.09024,-95.712891
JOJO TV - Hindi Stories,13600000,5141201173.0,Education,JOJO TV - Hindi Stories,1097,India,Film,1303.0,42.0,10764000.0,2700.0,43100.0,32300.0,516700.0,100000.0,2016.0,1366417754.0,20.593684,78.96288
BBC,13600000,9685060624.0,Pets & Animals,BBC,16047,United Kingdom,Entertainment,474.0,160.0,44414000.0,11100.0,177700.0,133200.0,2100000.0,100000.0,2005.0,66834405.0,55.378051,-3.435973
Saturday Night Live,13600000,14717282742.0,Entertainment,Saturday Night Live,8335,United States,Comedy,232.0,37.0,56626000.0,14200.0,226500.0,169900.0,2700000.0,0.0,2013.0,328239523.0,37.09024,-95.712891
BUDI01 GAMING,13500000,1181292450.0,Gaming,BUDI01 GAMING,319,Indonesia,Games,9540.0,61.0,13436000.0,3400.0,53700.0,40300.0,644900.0,0.0,2019.0,270203917.0,-0.789275,113.921327
Typical Gamer,13500000,4301581610.0,Gaming,Typical Gamer,4312,Canada,Games,1716.0,61.0,32557000.0,8100.0,130200.0,97700.0,1600000.0,0.0,2008.0,36991981.0,56.130366,-106.346771
Anaysa,13500000,3445794123.0,Howto & Style,Anaysa,591,India,Howto,2364.0,30.0,29706000.0,7400.0,118800.0,89100.0,1400000.0,0.0,2012.0,1366417754.0,20.593684,78.96288
JULIA GISELLA,13500000,5380132790.0,Entertainment,Julia Gisella,19,United Kingdom,Music,3767960.0,3189.0,1615.0,0.4,6.0,5.0,78.0,130.0,2015.0,66834405.0,55.378051,-3.435973
Awakening Music,13500000,5545936485.0,Music,Awakening Music,814,United Kingdom,Music,1183.0,140.0,35309000.0,8800.0,141200.0,105900.0,1700000.0,100000.0,2006.0,66834405.0,55.378051,-3.435973
Lady Diana,13500000,8265920659.0,Entertainment,Lady Diana,1403,Ukraine,People,620.0,52.0,75162000.0,18800.0,300600.0,225500.0,3600000.0,100000.0,2016.0,44385155.0,48.379433,31.16558
Sanjoy Das Official,13500000,3912334359.0,Entertainment,Sanjoy Das Official,1793,India,Games,1954.0,60.0,179232000.0,44800.0,716900.0,537700.0,8600000.0,400000.0,2015.0,1366417754.0,20.593684,78.96288
Woody & Kleiny,13500000,11717217293.0,Comedy,Woody & Kleiny,975,United Kingdom,Entertainment,333.0,160.0,495561000.0,123900.0,2000000.0,1500000.0,23800000.0,400000.0,2013.0,66834405.0,55.378051,-3.435973
Vijay Kumar Viner Vlogs,13500000,7958771872.0,Entertainment,Vijay Kumar Viner Vlogs,1357,India,Entertainment,663.0,162.0,109813000.0,27500.0,439300.0,329400.0,5300000.0,300000.0,2019.0,1366417754.0,20.593684,78.96288
Conor Maynard,13500000,2750993392.0,Music,Conor Maynard,321,United States,Music,3257.0,140.0,10787000.0,2700.0,43100.0,32400.0,517800.0,0.0,2006.0,328239523.0,37.09024,-95.712891
Wengie,13500000,1900272833.0,Howto & Style,Wengie,462,United States,Howto,5297.0,30.0,1335000.0,334.0,5300.0,4000.0,64100.0,100000.0,2010.0,328239523.0,37.09024,-95.712891
Vlad y Niki Show,13400000,4622628957.0,Unknown,Vlad y Niki Show,477,United States,Entertainment,1537.0,162.0,92228000.0,23100.0,368900.0,276700.0,4400000.0,200000.0,2018.0,328239523.0,37.09024,-95.712891
Codiscos,13400000,11789678655.0,Music,Codiscos,7356,Colombia,Music,330.0,140.0,228902000.0,57200.0,915600.0,686700.0,11000000.0,100000.0,2007.0,50339443.0,4.570868,-74.297333
The World Adventures ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,13400000,2139769210.0,People & Blogs,The World Adventures ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,1028,India,People,4540.0,53.0,1043000.0,261.0,4200.0,3100.0,50100.0,0.0,2016.0,1366417754.0,20.593684,78.96288
Vibhu 96,13400000,20563378.0,Unknown,Vibhu 96,256,India,Education,342460.0,40.0,20264000.0,5100.0,81100.0,60800.0,972700.0,300000.0,2022.0,1366417754.0,20.593684,78.96288
Blockbuster Movies,13400000,2650061211.0,Entertainment,Blockbuster Movies,0,India,Unknown,4057944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1366417754.0,20.593684,78.96288
ATHLEAN-Xï¿½,13400000,2319515787.0,Howto & Style,ATHLEAN-Xï¿½,1349,United States,Howto,4039.0,31.0,14498000.0,3600.0,58000.0,43500.0,695900.0,0.0,2006.0,328239523.0,37.09024,-95.712891
My Mate Nate,13400000,3363634923.0,Comedy,My Mate Nate,1195,Thailand,Entertainment,2436.0,162.0,41672000.0,10400.0,166700.0,125000.0,2000000.0,0.0,2014.0,69625582.0,15.870032,100.992541
H2ODelirious,13400000,4356686216.0,Gaming,H2ODelirious,3727,United States,Games,1683.0,62.0,16785000.0,4200.0,67100.0,50400.0,805700.0,0.0,2007.0,328239523.0,37.09024,-95.712891
GMA Integrated News,13400000,9569814790.0,News & Politics,GMA Integrated News,296272,Philippines,News,486.0,22.0,115459000.0,28900.0,461800.0,346400.0,5500000.0,100000.0,2007.0,108116615.0,12.879721,121.774017
Peet Montzingo,13400000,10022557589.0,People & Blogs,Peet Montzingo,319,United States,People,433.0,52.0,397715000.0,99400.0,1600000.0,1200000.0,19100000.0,500000.0,2014.0,328239523.0,37.09024,-95.712891
The Q,13400000,4306212515.0,People & Blogs,Tom Duggan,96,United States,Sports,3846885.0,4466.0,3.0,0.0,0.01,0.01,0.14,1.0,2006.0,328239523.0,37.09024,-95.712891
Trakin Tech,13300000,2262690743.0,Science & Technology,Trakin Tech,3640,India,Tech,4152.0,16.0,43669000.0,10900.0,174700.0,131000.0,2100000.0,100000.0,2011.0,1366417754.0,20.593684,78.96288
theRadBrad,13300000,6050102764.0,Gaming,theRadBrad,8195,United States,Games,1038.0,63.0,15694000.0,3900.0,62800.0,47100.0,753300.0,0.0,2006.0,328239523.0,37.09024,-95.712891
Matt Steffanina,13300000,3299216601.0,Entertainment,Matt Steffanina,331,United States,Entertainment,14275.0,694.0,1929000.0,482.0,7700.0,5800.0,92600.0,0.0,2007.0,328239523.0,37.09024,-95.712891
Stray Kids,13300000,3364230487.0,People & Blogs,straykids,3,Unknown,Comedy,4057875.0,4896.0,2.0,0.0,0.01,0.01,0.1,1.0,2007.0,0.0,0.0,0.0
Kurt Hugo Schneider,13300000,3733856870.0,Entertainment,Kurt Hugo Schneider,698,United States,Entertainment,2110.0,163.0,4233000.0,1100.0,16900.0,12700.0,203200.0,0.0,2007.0,328239523.0,37.09024,-95.712891
Vogue,13300000,4177184071.0,Entertainment,Vogue,3166,United States,People,1789.0,54.0,45095000.0,11300.0,180400.0,135300.0,2200000.0,100000.0,2008.0,328239523.0,37.09024,-95.712891
ýýýýýýýýýýýýýýýýýý,13300000,6482687220.0,People & Blogs,ýýýýýýýýýýýýýýýýýý,608,Russia,Entertainment,927.0,163.0,90241000.0,22600.0,361000.0,270700.0,4300000.0,100000.0,2015.0,144373535.0,61.52401,105.318756
Kids Lineï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,13300000,9088562002.0,People & Blogs,Kids Lineï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,2742,United States,Education,524.0,41.0,161889000.0,40500.0,647600.0,485700.0,7800000.0,100000.0,2011.0,328239523.0,37.09024,-95.712891
VexTrex,13300000,7923901253.0,Entertainment,VexTrex,2411,Ukraine,Entertainment,669.0,163.0,379346000.0,0.0,0.0,0.0,0.0,0.0,2014.0,44385155.0,48.379433,31.16558
penguinz0,13300000,7773543609.0,Gaming,penguinz0,4613,United States,Entertainment,689.0,162.0,188948000.0,47200.0,755800.0,566800.0,9100000.0,200000.0,2007.0,328239523.0,37.09024,-95.712891
Just For Laughs Gags,13300000,7406628736.0,Comedy,Just For Laughs Gags,6916,United States,Comedy,764.0,38.0,17468000.0,4400.0,69900.0,52400.0,838500.0,100000.0,2007.0,328239523.0,37.09024,-95.712891
Kabita's Kitchen,13300000,2831275503.0,Howto & Style,Kabita's Kitchen,1489,India,Howto,3123.0,32.0,43118000.0,10800.0,172500.0,129400.0,2100000.0,0.0,2014.0,1366417754.0,20.593684,78.96288
BanderitaX,13300000,4129249415.0,Gaming,BanderitaX,1640,Saudi Arabia,Games,1818.0,63.0,70712000.0,17700.0,282800.0,212100.0,3400000.0,200000.0,2013.0,34268528.0,23.885942,45.079162
AzzyLand,13300000,6412313570.0,Gaming,AzzyLand,1749,Canada,Entertainment,949.0,163.0,5387000.0,1300.0,21500.0,16200.0,258600.0,100000.0,2015.0,36991981.0,56.130366,-106.346771
HUBAï¿½ï¿½,13200000,9884886099.0,Entertainment,HUBAï¿½ï¿½,538,United States,Entertainment,454.0,163.0,319647000.0,79900.0,1300000.0,958900.0,15300000.0,500000.0,2021.0,328239523.0,37.09024,-95.712891
BIBO ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,13200000,1148422000.0,Entertainment,BIBO ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,192,Russia,Entertainment,9855.0,163.0,8769000.0,2200.0,35100.0,26300.0,420900.0,200000.0,2019.0,144373535.0,61.52401,105.318756
Brawl Stars,13200000,2036408398.0,Gaming,Brawl Stars,172,Finland,Games,4846.0,64.0,20369000.0,5100.0,81500.0,61100.0,977700.0,0.0,2017.0,5520314.0,61.92411,25.748151
Ei Nerd,13200000,3568392223.0,Entertainment,Einerd,0,Unknown,Games,4057944.0,7399.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,0.0,0.0,0.0
Sonotek Bhakti,13200000,3789736218.0,Entertainment,Sonotek Bhakti,8019,India,Music,2063.0,142.0,25321000.0,6300.0,101300.0,76000.0,1200000.0,0.0,2010.0,1366417754.0,20.593684,78.96288
Vilmei,13200000,4205664894.0,Unknown,Vilmei,1324,Indonesia,People,1786.0,55.0,264308000.0,66100.0,1100000.0,792900.0,12700000.0,800000.0,2013.0,270203917.0,-0.789275,113.921327
MC Divertida,13200000,5224764969.0,Entertainment,MC Divertida,413,Brazil,Entertainment,1269.0,164.0,64517000.0,16100.0,258100.0,193600.0,3100000.0,100000.0,2018.0,212559417.0,-14.235004,-51.92528
